filename,width,height,name,xmin,ymin,xmax,ymax,class,weight,w_cat
maksssksksss539.png,400,267,with_mask,143,210,161,229,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,170,142,185,160,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,196,23,207,32,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,205,37,217,49,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,231,25,242,37,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,220,49,232,61,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,258,46,271,58,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,247,60,261,76,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,233,101,247,116,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,214,124,228,141,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,279,203,296,222,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,302,93,316,110,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,313,139,328,155,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,310,8,322,18,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,322,2,331,14,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,without_mask,366,11,376,24,2,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,330,27,343,37,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,376,89,391,100,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,353,125,367,140,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,363,176,376,192,1,0.22135104700752317,0.2
maksssksksss539.png,400,267,with_mask,372,191,392,205,1,0.22135104700752317,0.2
maksssksksss685.png,400,225,with_mask,12,37,54,79,1,0.20628683693516703,0.2
maksssksksss685.png,400,225,with_mask,147,47,197,103,1,0.20628683693516703,0.2
maksssksksss685.png,400,225,with_mask,292,55,315,80,1,0.20628683693516703,0.2
maksssksksss685.png,400,225,with_mask,381,56,400,77,1,0.20628683693516703,0.2
maksssksksss107.png,301,400,with_mask,121,192,212,312,1,0.20628683693516703,0.2
maksssksksss439.png,400,267,with_mask,192,120,224,155,1,0.20628683693516703,0.2
maksssksksss439.png,400,267,with_mask,287,110,319,157,1,0.20628683693516703,0.2
maksssksksss439.png,400,267,with_mask,134,126,151,146,1,0.20628683693516703,0.2
maksssksksss439.png,400,267,with_mask,171,132,187,148,1,0.20628683693516703,0.2
maksssksksss684.png,400,269,with_mask,80,55,102,80,1,0.4533398821218075,0.4
maksssksksss684.png,400,269,with_mask,174,71,192,90,1,0.4533398821218075,0.4
maksssksksss684.png,400,269,with_mask,228,79,243,98,1,0.4533398821218075,0.4
maksssksksss684.png,400,269,without_mask,282,75,296,90,2,0.4533398821218075,0.4
maksssksksss684.png,400,269,without_mask,365,61,374,70,2,0.4533398821218075,0.4
maksssksksss122.png,400,267,with_mask,201,38,345,213,1,0.20628683693516703,0.2
maksssksksss645.png,301,400,with_mask,53,184,173,323,1,0.20628683693516703,0.2
maksssksksss587.png,400,312,with_mask,69,152,99,181,1,0.20628683693516703,0.2
maksssksksss587.png,400,312,with_mask,208,24,247,58,1,0.20628683693516703,0.2
maksssksksss680.png,400,267,with_mask,28,76,44,101,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,159,66,176,86,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,174,34,186,53,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,202,39,218,61,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,without_mask,235,41,249,57,2,0.4207514734774067,0.4
maksssksksss680.png,400,267,mask_weared_incorrect,249,43,266,65,0,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,296,39,312,56,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,332,51,346,69,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,with_mask,375,48,388,63,1,0.4207514734774067,0.4
maksssksksss680.png,400,267,mask_weared_incorrect,387,46,400,65,0,0.4207514734774067,0.4
maksssksksss590.png,301,400,with_mask,66,189,172,316,1,0.20628683693516703,0.2
maksssksksss373.png,512,340,with_mask,20,54,65,105,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,50,99,122,167,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,188,107,225,141,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,207,59,241,87,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,220,81,250,118,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,244,63,303,118,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,330,73,365,107,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,without_mask,320,31,344,55,2,0.30130723893002875,0.3
maksssksksss373.png,512,340,without_mask,367,57,391,82,2,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,398,74,434,114,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,426,125,483,177,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,440,69,468,96,1,0.30130723893002875,0.3
maksssksksss373.png,512,340,with_mask,427,29,454,54,1,0.30130723893002875,0.3
maksssksksss510.png,400,267,with_mask,27,32,93,101,1,0.20628683693516703,0.2
maksssksksss510.png,400,267,with_mask,165,86,189,111,1,0.20628683693516703,0.2
maksssksksss510.png,400,267,with_mask,231,89,259,127,1,0.20628683693516703,0.2
maksssksksss510.png,400,267,with_mask,288,90,329,123,1,0.20628683693516703,0.2
maksssksksss310.png,400,267,with_mask,21,32,44,59,1,0.3092256057629339,0.3
maksssksksss310.png,400,267,with_mask,63,37,85,60,1,0.3092256057629339,0.3
maksssksksss310.png,400,267,with_mask,228,28,248,50,1,0.3092256057629339,0.3
maksssksksss310.png,400,267,with_mask,248,78,268,100,1,0.3092256057629339,0.3
maksssksksss310.png,400,267,with_mask,333,51,348,70,1,0.3092256057629339,0.3
maksssksksss310.png,400,267,without_mask,388,63,396,72,2,0.3092256057629339,0.3
maksssksksss230.png,512,367,with_mask,16,191,92,265,1,0.206286836935167,0.2
maksssksksss230.png,512,367,with_mask,124,92,183,147,1,0.206286836935167,0.2
maksssksksss230.png,512,367,with_mask,196,39,249,93,1,0.206286836935167,0.2
maksssksksss230.png,512,367,with_mask,307,180,388,260,1,0.206286836935167,0.2
maksssksksss230.png,512,367,with_mask,424,153,512,242,1,0.206286836935167,0.2
maksssksksss586.png,400,267,with_mask,111,106,146,164,1,0.20628683693516703,0.2
maksssksksss586.png,400,267,with_mask,194,115,224,164,1,0.20628683693516703,0.2
maksssksksss586.png,400,267,with_mask,22,120,50,161,1,0.20628683693516703,0.2
maksssksksss35.png,400,255,with_mask,132,44,208,123,1,0.20628683693516703,0.2
maksssksksss35.png,400,255,with_mask,330,67,375,114,1,0.20628683693516703,0.2
maksssksksss188.png,301,400,with_mask,99,205,198,318,1,0.20628683693516703,0.2
maksssksksss352.png,250,400,with_mask,144,68,190,110,1,0.5151031434184676,0.5
maksssksksss352.png,250,400,without_mask,48,90,91,133,2,0.5151031434184676,0.5
maksssksksss89.png,400,217,with_mask,15,101,23,111,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,47,112,61,127,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,62,102,85,128,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,86,102,99,117,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,117,136,141,159,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,17,89,22,94,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,35,88,41,94,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,43,89,52,97,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,53,89,60,96,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,114,89,124,100,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,125,95,132,102,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,129,107,140,116,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,141,86,147,93,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,172,99,183,108,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,163,135,175,146,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,195,95,203,108,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,209,102,222,116,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,202,121,219,150,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,183,78,190,86,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,165,79,174,87,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,249,103,266,117,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,227,91,236,99,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,269,77,275,84,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,264,69,270,75,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,286,124,338,178,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,377,81,393,101,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,345,93,355,104,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,27,126,34,134,1,0.20628683693516703,0.2
maksssksksss89.png,400,217,with_mask,23,87,29,93,1,0.20628683693516703,0.2
maksssksksss167.png,400,210,with_mask,45,69,96,113,1,0.20628683693516703,0.2
maksssksksss167.png,400,210,with_mask,185,113,222,155,1,0.20628683693516703,0.2
maksssksksss167.png,400,210,with_mask,271,32,311,75,1,0.20628683693516703,0.2
maksssksksss167.png,400,210,with_mask,20,90,30,105,1,0.20628683693516703,0.2
maksssksksss266.png,301,400,with_mask,74,205,180,330,1,0.20628683693516703,0.2
maksssksksss339.png,400,400,with_mask,89,210,180,303,1,0.20628683693516703,0.2
maksssksksss211.png,400,364,with_mask,144,99,276,219,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,38,98,71,130,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,180,103,215,136,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,287,53,315,85,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,315,57,341,89,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,330,104,359,133,1,0.20628683693516703,0.2
maksssksksss149.png,400,283,with_mask,324,180,348,210,1,0.20628683693516703,0.2
maksssksksss333.png,301,400,with_mask,76,203,181,330,1,0.20628683693516703,0.2
maksssksksss716.png,301,400,without_mask,101,174,209,299,2,0.8239194499017681,0.8
maksssksksss813.png,381,492,with_mask,99,100,340,382,1,0.20628683693516703,0.2
maksssksksss591.png,400,267,with_mask,137,101,195,172,1,0.20628683693516703,0.2
maksssksksss130.png,332,400,mask_weared_incorrect,7,104,46,147,0,0.8968565815324165,0.8
maksssksksss130.png,332,400,mask_weared_incorrect,162,58,208,112,0,0.8968565815324165,0.8
maksssksksss130.png,332,400,without_mask,304,95,332,141,2,0.8968565815324165,0.8
maksssksksss130.png,332,400,without_mask,198,95,223,136,2,0.8968565815324165,0.8
maksssksksss162.png,301,400,with_mask,86,181,191,308,1,0.20628683693516703,0.2
maksssksksss92.png,400,267,with_mask,12,141,39,174,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,116,115,148,151,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,179,79,249,149,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,323,95,359,143,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,87,123,108,147,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,without_mask,16,115,38,139,2,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,249,122,264,141,1,0.28349091355599215,0.2
maksssksksss92.png,400,267,with_mask,356,117,370,143,1,0.28349091355599215,0.2
maksssksksss278.png,400,300,with_mask,295,75,334,115,1,0.20628683693516703,0.2
maksssksksss278.png,400,300,with_mask,198,91,223,116,1,0.20628683693516703,0.2
maksssksksss278.png,400,300,with_mask,225,65,248,90,1,0.20628683693516703,0.2
maksssksksss278.png,400,300,with_mask,119,85,149,115,1,0.20628683693516703,0.2
maksssksksss417.png,301,400,with_mask,115,200,217,338,1,0.20628683693516703,0.2
maksssksksss338.png,400,250,with_mask,48,33,81,71,1,0.206286836935167,0.2
maksssksksss338.png,400,250,with_mask,158,86,182,108,1,0.206286836935167,0.2
maksssksksss338.png,400,250,with_mask,203,51,228,82,1,0.206286836935167,0.2
maksssksksss338.png,400,250,with_mask,298,34,325,64,1,0.206286836935167,0.2
maksssksksss338.png,400,250,with_mask,38,200,56,228,1,0.206286836935167,0.2
maksssksksss259.png,301,400,with_mask,68,213,144,306,1,0.20628683693516703,0.2
maksssksksss503.png,400,289,with_mask,196,141,240,182,1,0.20628683693516703,0.2
maksssksksss503.png,400,289,with_mask,245,68,294,122,1,0.20628683693516703,0.2
maksssksksss281.png,301,400,with_mask,98,204,195,329,1,0.20628683693516703,0.2
maksssksksss466.png,400,267,with_mask,11,89,53,149,1,0.20628683693516703,0.2
maksssksksss466.png,400,267,with_mask,71,60,122,111,1,0.20628683693516703,0.2
maksssksksss466.png,400,267,with_mask,142,117,197,167,1,0.20628683693516703,0.2
maksssksksss466.png,400,267,with_mask,265,53,310,104,1,0.20628683693516703,0.2
maksssksksss661.png,400,261,with_mask,11,63,30,81,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,67,58,83,74,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,100,59,114,76,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,156,55,172,72,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,176,54,188,68,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,190,52,202,68,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,203,40,216,50,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,198,66,213,82,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,220,81,243,104,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,without_mask,261,46,279,65,2,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,266,84,290,112,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,317,41,332,57,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,311,82,332,100,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,with_mask,352,101,384,137,1,0.2886378519973805,0.2
maksssksksss661.png,400,261,without_mask,340,101,354,121,2,0.2886378519973805,0.2
maksssksksss231.png,400,249,with_mask,9,55,29,79,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,32,50,56,74,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,102,26,120,49,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,87,73,105,99,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,117,63,137,88,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,148,65,171,91,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,168,47,191,70,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,194,59,217,84,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,217,50,241,76,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,268,59,288,81,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,291,59,308,85,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,323,49,349,77,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,366,47,390,73,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,127,39,148,61,1,0.20628683693516703,0.2
maksssksksss231.png,400,249,with_mask,392,86,400,106,1,0.20628683693516703,0.2
maksssksksss376.png,400,221,with_mask,58,48,94,88,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,144,17,154,33,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,191,29,210,51,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,229,15,242,31,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,318,77,330,94,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,338,72,349,84,1,0.20628683693516706,0.2
maksssksksss376.png,400,221,with_mask,350,79,377,102,1,0.20628683693516706,0.2
maksssksksss838.png,301,400,with_mask,142,161,253,324,1,0.20628683693516703,0.2
maksssksksss291.png,301,400,with_mask,136,259,200,359,1,0.20628683693516703,0.2
maksssksksss341.png,301,400,with_mask,67,197,160,318,1,0.20628683693516703,0.2
maksssksksss787.png,400,288,without_mask,59,50,111,100,2,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,23,118,76,179,1,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,92,109,136,164,1,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,147,111,202,170,1,0.3606949901768173,0.3
maksssksksss787.png,400,288,without_mask,188,60,233,97,2,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,247,84,285,132,1,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,292,99,352,162,1,0.3606949901768173,0.3
maksssksksss787.png,400,288,with_mask,360,79,400,139,1,0.3606949901768173,0.3
maksssksksss820.png,400,225,with_mask,178,58,247,142,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,244,165,292,220,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,295,135,348,192,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,365,118,389,148,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,318,63,345,88,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,366,55,379,75,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,259,90,291,123,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,244,47,262,69,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,211,116,240,148,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,133,116,162,151,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,192,95,216,118,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,89,112,113,134,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,33,137,62,171,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,10,100,32,123,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,85,55,108,76,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,133,39,154,61,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,186,56,198,72,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,207,66,220,84,1,0.20628683693516703,0.2
maksssksksss524.png,400,292,with_mask,46,40,69,62,1,0.20628683693516703,0.2
maksssksksss628.png,400,262,with_mask,175,89,196,120,1,0.20628683693516703,0.2
maksssksksss628.png,400,262,with_mask,70,93,81,104,1,0.20628683693516703,0.2
maksssksksss726.png,400,254,without_mask,188,67,207,89,2,0.6695112966601179,0.6
maksssksksss726.png,400,254,with_mask,256,63,277,85,1,0.6695112966601179,0.6
