filename,width,height,name,xmin,ymin,xmax,ymax,class
2010_000247.jpg,500,375,dog,77,1,416,375,11
2010_006865.jpg,500,375,person,41,146,87,284,14
2010_006865.jpg,500,375,person,288,126,366,333,14
2010_001908.jpg,500,375,dog,233,69,459,357,11
2010_001908.jpg,500,375,person,21,58,43,114,14
2010_005810.jpg,500,375,bicycle,324,104,483,220,1
2010_005810.jpg,500,375,person,316,40,419,226,14
2010_005810.jpg,500,375,person,426,93,454,162,14
2010_005810.jpg,500,375,person,425,51,450,118,14
2010_005810.jpg,500,375,person,437,53,470,154,14
2010_005810.jpg,500,375,train,1,1,420,217,18
2010_004669.jpg,500,376,train,6,1,421,276,18
2010_004813.jpg,236,315,chair,11,14,224,304,8
2010_004242.jpg,500,387,aeroplane,296,116,427,261,0
2010_004670.jpg,500,375,pottedplant,1,37,500,374,15
2010_004670.jpg,500,375,chair,1,1,499,334,8
2010_000897.jpg,500,375,bottle,259,135,350,311,4
2010_000792.jpg,500,375,person,95,190,374,375,14
2010_000792.jpg,500,375,person,379,238,500,375,14
2010_000792.jpg,500,375,person,351,201,464,375,14
2010_000792.jpg,500,375,person,262,178,395,318,14
2010_000792.jpg,500,375,person,111,187,197,289,14
2010_000792.jpg,500,375,bottle,129,189,145,235,4
2010_000792.jpg,500,375,person,259,195,293,260,14
2010_000792.jpg,500,375,person,296,132,407,224,14
2010_000792.jpg,500,375,person,348,211,384,241,14
2010_000792.jpg,500,375,person,36,239,166,364,14
2010_006933.jpg,500,335,person,244,86,334,335,14
2010_006933.jpg,500,335,person,117,88,213,335,14
2010_000821.jpg,500,375,sofa,1,203,258,371,17
2010_000821.jpg,500,375,chair,249,202,340,375,8
2010_000821.jpg,500,375,chair,399,195,459,255,8
2010_000821.jpg,500,375,chair,476,209,500,261,8
2010_000821.jpg,500,375,chair,335,239,453,375,8
2010_000821.jpg,500,375,diningtable,275,242,500,375,10
2010_000279.jpg,500,439,car,32,1,500,439,6
2010_002851.jpg,500,375,train,23,131,488,341,18
2010_002851.jpg,500,375,person,1,251,13,295,14
2010_002851.jpg,500,375,person,13,250,25,286,14
2010_002851.jpg,500,375,person,468,237,477,254,14
2010_000578.jpg,500,375,chair,69,246,97,331,8
2010_000578.jpg,500,375,tvmonitor,1,128,78,258,19
2010_000578.jpg,500,375,tvmonitor,299,193,429,375,19
2010_000578.jpg,500,375,person,75,103,301,365,14
2010_004033.jpg,375,500,person,175,89,268,313,14
2010_004033.jpg,375,500,person,95,95,182,328,14
2010_004033.jpg,375,500,motorbike,221,214,375,500,13
2010_004033.jpg,375,500,motorbike,2,197,175,500,13
2010_000132.jpg,330,500,pottedplant,151,130,320,500,15
2010_000617.jpg,500,375,person,157,61,445,375,14
2010_000165.jpg,500,356,bus,28,179,256,283,5
2010_002509.jpg,500,333,person,234,105,499,332,14
2010_002509.jpg,500,333,person,1,118,360,333,14
2010_000808.jpg,500,375,cow,182,126,333,280,9
2010_000427.jpg,500,375,cow,34,57,454,346,9
2010_004009.jpg,375,500,tvmonitor,114,125,253,271,19
2010_004009.jpg,375,500,tvmonitor,95,302,227,413,19
2010_006825.jpg,302,373,person,40,40,264,316,14
2010_002834.jpg,350,500,cow,58,18,288,480,9
2010_006152.jpg,500,375,person,164,132,324,375,14
2010_000336.jpg,500,375,car,1,1,500,375,6
2010_002686.jpg,500,375,chair,1,198,130,372,8
2010_002686.jpg,500,375,tvmonitor,153,160,237,236,19
2010_002686.jpg,500,375,chair,422,302,500,375,8
2010_002686.jpg,500,375,chair,297,215,486,375,8
2010_005258.jpg,500,375,cow,1,1,371,375,9
2010_001966.jpg,480,360,car,58,245,96,275,6
2010_001966.jpg,480,360,person,145,239,162,273,14
2010_001966.jpg,480,360,person,165,241,179,273,14
2010_001966.jpg,480,360,person,344,258,358,283,14
2010_001966.jpg,480,360,person,278,259,286,279,14
2010_001966.jpg,480,360,person,286,262,293,279,14
2010_001966.jpg,480,360,car,83,244,102,265,6
2010_001966.jpg,480,360,car,98,250,107,258,6
2010_001966.jpg,480,360,car,108,248,117,256,6
2010_001966.jpg,480,360,person,127,249,129,256,14
2010_001966.jpg,480,360,person,130,250,133,256,14
2010_001966.jpg,480,360,car,122,250,128,255,6
2010_005519.jpg,500,327,sheep,372,193,474,326,16
2010_005519.jpg,500,327,sheep,158,152,258,254,16
2010_005519.jpg,500,327,sheep,226,142,273,195,16
2010_004959.jpg,500,375,dog,1,1,486,375,11
2010_006711.jpg,333,500,person,1,106,204,500,14
2010_006981.jpg,346,500,person,83,45,238,363,14
2010_002276.jpg,500,375,dog,217,178,317,231,11
2010_002276.jpg,500,375,dog,146,203,209,245,11
2010_002276.jpg,500,375,person,128,126,415,218,14
2010_005762.jpg,500,375,bottle,1,1,238,375,4
2010_004908.jpg,500,500,dog,160,173,346,383,11
2010_004908.jpg,500,500,pottedplant,241,1,395,252,15
2010_004908.jpg,500,500,pottedplant,100,1,244,236,15
2010_004908.jpg,500,500,pottedplant,126,142,240,235,15
2010_001630.jpg,500,335,bus,89,43,299,295,5
2010_001630.jpg,500,335,bus,371,126,431,211,5
2010_003573.jpg,335,500,horse,46,95,335,472,12
2010_003573.jpg,335,500,person,50,101,133,229,14
2010_006590.jpg,500,375,person,175,119,295,312,14
2010_006225.jpg,500,353,person,75,16,436,353,14
2010_000148.jpg,500,375,bus,80,87,355,219,5
2010_000148.jpg,500,375,car,422,133,500,176,6
2010_000148.jpg,500,375,person,55,115,153,375,14
2010_000148.jpg,500,375,person,222,172,242,228,14
2010_000148.jpg,500,375,person,5,119,77,308,14
2010_001645.jpg,500,332,bottle,258,204,269,240,4
2010_001645.jpg,500,332,person,27,140,129,332,14
2010_001645.jpg,500,332,person,7,144,117,332,14
2010_001645.jpg,500,332,person,1,128,42,332,14
2010_001645.jpg,500,332,person,84,135,117,197,14
2010_001645.jpg,500,332,person,104,87,160,249,14
2010_001645.jpg,500,332,person,145,72,213,219,14
2010_001645.jpg,500,332,person,205,70,276,216,14
2010_001645.jpg,500,332,person,243,115,336,299,14
2010_001645.jpg,500,332,person,215,119,374,332,14
2010_001645.jpg,500,332,person,361,160,478,332,14
2010_001645.jpg,500,332,person,414,126,490,242,14
2010_001645.jpg,500,332,diningtable,165,213,370,332,10
2010_001645.jpg,500,332,bottle,186,280,209,300,4
2010_002873.jpg,374,500,bird,86,136,355,248,2
2010_002840.jpg,375,500,train,1,228,257,398,18
2010_003773.jpg,375,500,cat,1,1,374,500,7
2010_000211.jpg,500,329,car,9,12,500,323,6
2010_002340.jpg,375,500,horse,15,261,204,500,12
2010_002340.jpg,375,500,horse,24,104,331,500,12
2010_002340.jpg,375,500,person,226,63,375,500,14
2010_004910.jpg,500,375,person,155,63,403,323,14
2010_004910.jpg,500,375,pottedplant,208,55,255,177,15
2010_004910.jpg,500,375,chair,373,173,464,311,8
2010_004910.jpg,500,375,diningtable,1,239,500,375,10
2010_001767.jpg,500,375,car,1,34,215,142,6
2010_001767.jpg,500,375,sofa,1,142,423,375,17
2010_001767.jpg,500,375,person,212,102,383,375,14
2010_001767.jpg,500,375,person,168,12,281,159,14
2010_001767.jpg,500,375,person,1,122,143,375,14
2010_004460.jpg,500,375,tvmonitor,108,170,314,349,19
2010_004460.jpg,500,375,bottle,66,254,115,370,4
2010_004460.jpg,500,375,bottle,209,51,234,115,4
2010_001998.jpg,500,375,car,47,117,460,280,6
2010_001998.jpg,500,375,car,396,105,439,134,6
2010_001998.jpg,500,375,car,424,100,500,165,6
2010_003047.jpg,500,375,car,1,1,485,327,6
2010_000379.jpg,500,375,tvmonitor,232,37,411,305,19
2010_002914.jpg,500,375,person,131,75,306,375,14
2010_004143.jpg,500,375,motorbike,5,3,469,375,13
2010_001372.jpg,500,380,bird,116,133,395,209,2
2010_006910.jpg,212,320,person,40,51,137,320,14
2010_004179.jpg,500,375,dog,16,54,500,289,11
2010_004226.jpg,500,375,sheep,176,16,336,333,16
2010_004226.jpg,500,375,sheep,330,137,500,329,16
2010_004226.jpg,500,375,sheep,294,211,418,333,16
2010_004226.jpg,500,375,sheep,1,137,55,329,16
2010_004226.jpg,500,375,sheep,281,311,332,336,16
2010_002313.jpg,333,500,dog,76,1,333,324,11
2010_002313.jpg,333,500,dog,1,303,132,500,11
2010_004291.jpg,500,375,car,71,124,458,274,6
2010_000567.jpg,478,478,pottedplant,28,43,466,478,15
2010_004031.jpg,500,375,person,234,64,483,375,14
2010_004031.jpg,500,375,person,3,64,422,375,14
2010_004766.jpg,500,375,motorbike,9,11,458,326,13
2010_002484.jpg,500,368,person,468,129,500,174,14
2010_002484.jpg,500,368,person,163,194,260,368,14
2010_002484.jpg,500,368,person,300,117,419,368,14
2010_002484.jpg,500,368,person,400,107,500,368,14
2010_002484.jpg,500,368,person,232,98,350,368,14
2010_002484.jpg,500,368,person,129,150,270,368,14
2010_003253.jpg,500,375,sheep,159,65,488,366,16
2010_003231.jpg,500,500,car,182,286,360,443,6
2010_001979.jpg,500,369,aeroplane,123,88,395,265,0
2010_004646.jpg,500,333,cat,209,125,252,172,7
2010_004646.jpg,500,333,car,65,149,500,333,6
2010_000906.jpg,500,378,boat,159,99,364,263,3
2010_000409.jpg,500,375,cat,1,1,475,320,7
2010_001395.jpg,500,375,train,1,56,304,258,18
2010_001395.jpg,500,375,train,1,23,500,259,18
2010_001395.jpg,500,375,person,452,77,476,129,14
2010_001395.jpg,500,375,person,417,89,437,130,14
2010_000152.jpg,500,433,dog,2,12,500,433,11
2010_006633.jpg,500,333,person,295,124,367,283,14
2010_006633.jpg,500,333,person,170,85,211,201,14
2010_006633.jpg,500,333,person,65,230,143,324,14
2010_006633.jpg,500,333,person,406,182,477,333,14
2010_003568.jpg,500,500,dog,59,184,374,451,11
2010_000519.jpg,500,424,cat,191,174,343,398,7
2010_005382.jpg,500,258,aeroplane,38,53,485,190,0
2010_006092.jpg,500,260,person,133,17,453,260,14
2010_004059.jpg,500,374,car,64,127,435,324,6
2010_006876.jpg,500,375,person,221,141,314,375,14
2010_003538.jpg,334,500,person,29,41,224,500,14
2010_003538.jpg,334,500,person,160,49,334,500,14
2010_003538.jpg,334,500,chair,1,165,172,460,8
2010_003538.jpg,334,500,bottle,180,128,216,233,4
2010_003538.jpg,334,500,chair,152,168,314,404,8
2010_003538.jpg,334,500,chair,1,305,57,454,8
2010_001242.jpg,500,333,dog,179,24,422,333,11
2010_006511.jpg,500,375,person,203,176,271,358,14
2010_006511.jpg,500,375,person,384,150,430,282,14
2010_006511.jpg,500,375,person,25,163,104,375,14
2010_001458.jpg,500,333,bus,63,67,453,318,5
2010_001458.jpg,500,333,bus,1,162,73,248,5
2010_001458.jpg,500,333,person,455,223,470,288,14
2010_001458.jpg,500,333,person,469,231,489,282,14
2010_005875.jpg,500,375,car,343,60,500,203,6
2010_005875.jpg,500,375,car,69,73,349,255,6
2010_005875.jpg,500,375,person,315,126,412,289,14
2010_006417.jpg,375,500,person,151,55,244,450,14
2010_001976.jpg,500,375,dog,166,95,358,314,11
2010_002570.jpg,500,458,dog,14,149,199,458,11
2010_002570.jpg,500,458,person,16,1,500,387,14
2010_005592.jpg,500,375,cat,262,27,432,310,7
2010_005592.jpg,500,375,cat,87,13,283,344,7
2010_002223.jpg,310,500,train,29,87,273,402,18
2010_002223.jpg,310,500,person,286,207,310,295,14
2010_004960.jpg,500,333,bird,240,143,303,238,2
2010_006122.jpg,500,333,person,6,71,354,333,14
2010_002390.jpg,500,375,cow,213,47,500,374,9
2010_002390.jpg,500,375,cow,135,180,437,375,9
2010_005752.jpg,376,500,car,2,116,359,466,6
2010_003230.jpg,500,370,cat,213,112,432,230,7
2010_001660.jpg,500,360,cat,59,40,500,360,7
2010_006217.jpg,500,333,person,294,105,323,157,14
2010_006217.jpg,500,333,person,134,140,192,300,14
2010_006540.jpg,500,375,person,214,152,278,254,14
2010_001401.jpg,500,375,cat,1,19,500,374,7
2010_001401.jpg,500,375,person,11,1,500,375,14
2010_002203.jpg,375,500,bus,53,118,375,363,5
2010_001321.jpg,500,375,car,417,190,500,244,6
2010_001321.jpg,500,375,car,310,192,424,252,6
2010_001321.jpg,500,375,car,184,183,343,258,6
2010_005199.jpg,461,346,motorbike,164,98,443,327,13
2010_005199.jpg,461,346,person,260,74,329,285,14
2010_005199.jpg,461,346,person,300,83,371,294,14
2010_002879.jpg,375,500,dog,148,207,314,302,11
2010_002879.jpg,375,500,bottle,23,435,70,500,4
2010_002879.jpg,375,500,person,37,28,334,419,14
2010_005527.jpg,500,302,bus,127,119,343,257,5
2010_005527.jpg,500,302,bus,1,160,53,199,5
2010_005527.jpg,500,302,person,1,193,19,255,14
2010_005527.jpg,500,302,person,20,175,41,225,14
2010_005527.jpg,500,302,person,39,184,61,226,14
2010_005527.jpg,500,302,person,473,184,500,274,14
2010_005527.jpg,500,302,person,458,175,480,263,14
2010_002448.jpg,500,375,cat,1,13,438,375,7
2010_006887.jpg,333,500,person,1,74,281,500,14
2010_005877.jpg,500,375,aeroplane,115,96,446,202,0
2010_000045.jpg,375,500,dog,1,1,374,499,11
2010_004139.jpg,500,375,car,5,36,499,346,6
2010_003240.jpg,500,375,cat,125,15,500,350,7
2010_003240.jpg,500,375,cat,1,67,396,361,7
2010_005909.jpg,500,322,bicycle,37,20,459,290,1
2010_004690.jpg,500,375,car,1,1,500,375,6
2010_003015.jpg,500,333,bird,131,49,488,128,2
2010_006153.jpg,333,500,person,121,91,303,366,14
2010_002485.jpg,480,399,cat,1,1,451,399,7
2010_003717.jpg,500,375,sofa,34,1,498,242,17
2010_003717.jpg,500,375,bottle,432,305,500,332,4
2010_003057.jpg,500,407,bus,183,102,447,363,5
2010_003057.jpg,500,407,car,1,249,34,305,6
2010_003057.jpg,500,407,car,14,237,113,296,6
2010_003057.jpg,500,407,car,77,232,149,283,6
2010_003057.jpg,500,407,car,141,225,181,276,6
2010_003057.jpg,500,407,bus,1,189,110,264,5
2010_003057.jpg,500,407,bus,106,201,172,246,5
2010_002725.jpg,500,375,diningtable,1,297,500,375,10
2010_002725.jpg,500,375,diningtable,1,190,82,272,10
2010_002725.jpg,500,375,person,261,50,500,329,14
2010_002725.jpg,500,375,person,60,80,260,314,14
2010_002725.jpg,500,375,person,469,121,500,209,14
2010_002725.jpg,500,375,person,366,117,416,159,14
2010_002725.jpg,500,375,person,18,110,58,174,14
2010_006498.jpg,500,333,person,201,82,304,300,14
2010_004620.jpg,500,378,dog,65,164,212,327,11
2010_004620.jpg,500,378,dog,253,168,475,214,11
2010_002221.jpg,500,398,horse,1,68,499,397,12
2010_002221.jpg,500,398,person,75,73,230,398,14
2010_002221.jpg,500,398,person,384,224,446,398,14
2010_002221.jpg,500,398,person,443,283,500,398,14
2010_002221.jpg,500,398,person,216,187,269,252,14
2010_002221.jpg,500,398,person,355,271,393,398,14
2010_002221.jpg,500,398,person,480,238,500,269,14
2010_002221.jpg,500,398,person,467,243,486,276,14
2010_005442.jpg,500,491,cat,1,1,499,491,7
2010_000583.jpg,500,375,motorbike,44,14,427,363,13
2010_004938.jpg,500,375,aeroplane,36,145,476,245,0
2010_004938.jpg,500,375,aeroplane,484,216,500,230,0
2010_004938.jpg,500,375,aeroplane,239,220,312,237,0
2010_002303.jpg,342,500,cat,44,1,252,500,7
2010_002303.jpg,342,500,person,55,66,342,500,14
2010_002303.jpg,342,500,chair,1,137,342,500,8
2010_002303.jpg,342,500,pottedplant,173,1,277,133,15
2010_002303.jpg,342,500,pottedplant,234,1,342,117,15
2010_006169.jpg,320,480,person,85,125,211,451,14
2010_000866.jpg,480,360,sheep,78,127,353,349,16
2010_000866.jpg,480,360,person,256,1,388,307,14
2010_000866.jpg,480,360,bottle,459,56,474,114,4
2010_003025.jpg,500,206,aeroplane,24,75,496,198,0
2010_006769.jpg,437,500,person,95,5,310,381,14
2010_002853.jpg,375,500,person,43,170,291,500,14
2010_002853.jpg,375,500,person,283,151,354,313,14
2010_002853.jpg,375,500,person,62,84,176,203,14
2010_002121.jpg,500,375,chair,1,191,375,375,8
2010_002121.jpg,500,375,person,13,106,459,375,14
2010_005130.jpg,500,334,train,34,83,383,232,18
2010_005130.jpg,500,334,person,309,118,327,128,14
2010_006619.jpg,500,375,person,63,132,177,375,14
2010_001361.jpg,500,375,cat,1,34,500,375,7
2010_004855.jpg,500,356,aeroplane,85,113,420,207,0
2010_004855.jpg,500,356,aeroplane,445,139,500,189,0
2010_004855.jpg,500,356,aeroplane,35,162,132,199,0
2010_002860.jpg,500,375,person,1,83,500,373,14
2010_002860.jpg,500,375,sofa,1,141,500,373,17
2010_006959.jpg,500,375,person,190,172,285,333,14
2010_000141.jpg,371,500,tvmonitor,99,97,286,238,19
2010_004208.jpg,500,375,person,280,233,295,247,14
2010_004208.jpg,500,375,boat,229,105,326,258,3
2010_001543.jpg,500,375,dog,48,95,307,282,11
2010_001543.jpg,500,375,person,91,7,474,283,14
2010_003385.jpg,500,332,car,1,1,488,314,6
2010_004891.jpg,500,333,cat,101,106,373,222,7
2010_006437.jpg,500,333,person,350,184,403,302,14
2010_006437.jpg,500,333,person,288,202,331,303,14
2010_003665.jpg,500,375,cat,62,92,467,309,7
2010_003665.jpg,500,375,chair,1,1,500,375,8
2010_001522.jpg,500,375,sheep,47,133,424,327,16
2010_006070.jpg,500,375,car,1,1,153,105,6
2010_006070.jpg,500,375,bicycle,1,14,497,323,1
2010_002623.jpg,500,375,person,93,1,418,375,14
2010_002623.jpg,500,375,chair,1,69,158,375,8
2010_006894.jpg,303,500,person,34,107,162,379,14
2010_006566.jpg,500,175,person,253,42,335,102,14
2010_004431.jpg,500,333,sheep,143,91,354,276,16
2010_004431.jpg,500,333,bird,180,72,261,116,2
2010_004431.jpg,500,333,bird,208,60,291,100,2
2010_004431.jpg,500,333,bird,255,59,336,93,2
2010_005405.jpg,500,375,person,1,76,248,375,14
2010_005405.jpg,500,375,person,234,43,500,375,14
2010_005588.jpg,400,300,boat,129,98,241,171,3
2010_005914.jpg,500,333,dog,164,16,373,267,11
2010_001944.jpg,500,375,dog,155,61,399,375,11
2010_005075.jpg,500,375,car,1,87,307,352,6
2010_005075.jpg,500,375,car,109,66,500,300,6
2010_006838.jpg,500,375,person,469,322,489,374,14
2010_002947.jpg,500,333,aeroplane,128,179,375,254,0
2010_003774.jpg,500,325,sheep,298,84,482,295,16
2010_003774.jpg,500,325,sheep,283,39,495,147,16
2010_003774.jpg,500,325,sheep,192,6,316,111,16
2010_003774.jpg,500,325,sheep,146,62,306,290,16
2010_003774.jpg,500,325,sheep,2,93,172,325,16
2010_003774.jpg,500,325,sheep,1,1,65,96,16
2010_003199.jpg,500,373,bottle,31,199,470,313,4
2010_003204.jpg,500,375,dog,154,64,493,305,11
2010_003204.jpg,500,375,dog,18,47,233,322,11
2010_006465.jpg,500,375,person,149,62,500,375,14
2010_006750.jpg,500,334,person,154,36,374,293,14
2010_006750.jpg,500,334,person,372,73,469,311,14
2010_003628.jpg,500,339,person,459,25,500,295,14
2010_003628.jpg,500,339,person,362,79,419,260,14
2010_003628.jpg,500,339,person,188,89,213,150,14
2010_003628.jpg,500,339,person,248,95,262,109,14
2010_003628.jpg,500,339,person,261,77,329,252,14
2010_003628.jpg,500,339,person,76,79,125,247,14
2010_003628.jpg,500,339,train,57,64,438,236,18
2010_000392.jpg,500,375,aeroplane,228,145,438,223,0
2010_006885.jpg,500,375,person,47,16,500,374,14
2010_003192.jpg,500,375,horse,36,9,287,268,12
2010_003169.jpg,500,375,sofa,1,34,484,375,17
2010_002839.jpg,500,375,bird,131,175,188,254,2
2010_001206.jpg,478,344,bus,64,83,410,248,5
2010_001206.jpg,478,344,person,49,141,67,182,14
2010_001206.jpg,478,344,bicycle,49,159,67,188,1
2010_000829.jpg,500,375,bicycle,32,14,496,357,1
2010_000829.jpg,500,375,motorbike,4,83,80,130,13
2010_004409.jpg,500,356,sofa,6,40,495,347,17
2010_000056.jpg,500,380,bicycle,50,73,457,268,1
2010_005417.jpg,500,375,horse,1,37,432,374,12
2010_005417.jpg,500,375,horse,345,71,427,231,12
2010_001685.jpg,500,333,car,18,22,485,333,6
2010_001685.jpg,500,333,car,340,1,500,114,6
2010_001685.jpg,500,333,car,296,1,356,12,6
2010_001685.jpg,500,333,car,227,1,298,20,6
2010_001685.jpg,500,333,car,130,1,219,30,6
2010_001685.jpg,500,333,car,1,1,134,55,6
2010_000079.jpg,500,375,dog,195,89,420,324,11
2010_000079.jpg,500,375,dog,117,225,232,347,11
2010_001587.jpg,500,334,cat,97,3,397,334,7
2010_004836.jpg,500,375,tvmonitor,111,70,372,267,19
2010_004847.jpg,500,375,bird,93,32,500,375,2
2010_003950.jpg,384,288,cat,73,1,363,288,7
2010_006385.jpg,500,332,person,52,71,476,332,14
2010_003446.jpg,500,375,person,187,111,274,232,14
2010_003446.jpg,500,375,bicycle,160,164,345,261,1
2010_003446.jpg,500,375,car,16,105,121,182,6
2010_003446.jpg,500,375,car,96,103,243,173,6
2010_003446.jpg,500,375,car,203,104,277,161,6
2010_000018.jpg,500,375,sofa,137,147,500,375,17
2010_000018.jpg,500,375,chair,1,154,132,374,8
2010_000018.jpg,500,375,person,147,163,394,375,14
2010_004686.jpg,355,500,car,291,348,355,480,6
2010_004686.jpg,355,500,person,201,276,251,436,14
2010_001465.jpg,500,375,cat,31,39,500,267,7
2010_001246.jpg,500,375,car,418,218,458,247,6
