filename,width,height,name,xmin,ymin,xmax,ymax,weight,class,w_cat
maksssksksss771.png,400,267,with_mask,140,70,195,128,0.206286836935167,2,0.2
maksssksksss771.png,400,267,with_mask,280,77,366,165,0.206286836935167,2,0.2
maksssksksss771.png,400,267,with_mask,360,10,394,46,0.206286836935167,2,0.2
maksssksksss234.png,400,225,with_mask,175,40,220,86,0.206286836935167,2,0.2
maksssksksss234.png,400,225,with_mask,112,101,123,112,0.206286836935167,2,0.2
maksssksksss234.png,400,225,with_mask,3,72,12,89,0.206286836935167,2,0.2
maksssksksss234.png,400,225,with_mask,388,122,400,133,0.206286836935167,2,0.2
maksssksksss234.png,400,225,with_mask,341,125,352,136,0.206286836935167,2,0.2
maksssksksss70.png,400,225,without_mask,18,117,45,145,0.5768664047151277,3,0.5
maksssksksss70.png,400,225,without_mask,62,120,85,143,0.5768664047151277,3,0.5
maksssksksss70.png,400,225,without_mask,96,128,120,157,0.5768664047151277,3,0.5
maksssksksss70.png,400,225,with_mask,152,71,203,126,0.5768664047151277,2,0.5
maksssksksss70.png,400,225,with_mask,326,117,353,144,0.5768664047151277,2,0.5
maksssksksss281.png,301,400,with_mask,98,204,195,329,0.20628683693516703,2,0.2
maksssksksss393.png,400,400,with_mask,44,88,161,206,0.20628683693516703,2,0.2
maksssksksss393.png,400,400,with_mask,241,261,365,390,0.20628683693516703,2,0.2
maksssksksss296.png,400,226,without_mask,42,88,68,112,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,46,59,69,78,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,77,56,97,72,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,101,69,120,87,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,114,51,132,70,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,84,34,105,56,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,42,125,62,158,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,63,138,93,171,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,91,162,121,197,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,129,176,168,218,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,136,102,162,131,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,136,69,161,89,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,140,33,155,48,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,177,32,194,54,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,172,46,184,65,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,196,33,213,52,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,221,22,237,40,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,236,35,261,60,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,175,90,197,114,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,170,130,196,153,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,213,101,238,130,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,185,169,202,193,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,165,172,182,207,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,229,186,265,223,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,244,113,272,141,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,271,161,292,195,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,262,82,282,103,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,with_mask,292,107,315,132,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,262,18,282,38,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,263,48,279,62,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,without_mask,282,26,300,43,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,321,18,335,36,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,296,49,314,67,0.4886331742913276,3,0.4
maksssksksss296.png,400,226,with_mask,322,106,350,124,0.4886331742913276,2,0.4
maksssksksss296.png,400,226,without_mask,341,154,373,182,0.4886331742913276,3,0.4
maksssksksss756.png,400,267,with_mask,216,40,251,82,0.5880402750491159,2,0.5
maksssksksss756.png,400,267,mask_weared_incorrect,114,54,151,91,0.5880402750491159,1,0.5
maksssksksss260.png,400,300,with_mask,24,236,49,262,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,77,236,100,262,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,122,245,144,270,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,189,258,216,284,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,306,220,331,242,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,371,244,393,259,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,255,187,278,210,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,331,144,350,162,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,386,162,399,181,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,281,144,296,160,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,207,194,229,215,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,153,184,175,205,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,85,166,97,189,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,65,161,87,185,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,39,161,59,183,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,1,153,11,175,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,1,112,17,125,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,44,109,62,127,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,98,121,114,138,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,129,118,147,136,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,178,136,199,154,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,219,140,239,158,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,378,98,395,116,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,321,87,332,105,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,282,83,298,102,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,252,85,270,99,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,208,67,224,85,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,187,69,201,87,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,143,56,157,74,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,111,62,124,78,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,66,54,79,70,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,27,52,43,71,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,1,50,16,67,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,2,23,14,37,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,43,25,52,39,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,77,35,90,51,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,128,36,140,53,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,189,28,200,45,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,223,37,237,55,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,272,46,286,64,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,308,39,324,58,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,354,50,368,67,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,390,55,400,73,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,321,12,333,26,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,290,14,304,29,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,251,11,264,28,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,235,1,245,13,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,200,11,213,25,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,173,13,186,25,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,146,8,159,22,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,110,3,125,17,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,66,11,76,22,0.20628683693516703,2,0.2
maksssksksss260.png,400,300,with_mask,40,1,50,15,0.20628683693516703,2,0.2
maksssksksss57.png,301,400,with_mask,101,251,162,355,0.20628683693516703,2,0.2
maksssksksss769.png,400,225,with_mask,227,43,252,76,0.20628683693516703,2,0.2
maksssksksss769.png,400,225,with_mask,281,132,308,156,0.20628683693516703,2,0.2
maksssksksss134.png,400,225,with_mask,92,19,117,50,0.38275329778276734,2,0.3
maksssksksss134.png,400,225,without_mask,156,22,177,48,0.38275329778276734,3,0.3
maksssksksss134.png,400,225,with_mask,179,24,197,47,0.38275329778276734,2,0.3
maksssksksss134.png,400,225,with_mask,183,74,205,100,0.38275329778276734,2,0.3
maksssksksss134.png,400,225,with_mask,269,70,285,89,0.38275329778276734,2,0.3
maksssksksss134.png,400,225,without_mask,343,15,359,34,0.38275329778276734,3,0.3
maksssksksss134.png,400,225,with_mask,302,43,318,59,0.38275329778276734,2,0.3
maksssksksss196.png,301,400,with_mask,83,250,154,362,0.20628683693516703,2,0.2
maksssksksss479.png,301,400,with_mask,116,156,225,302,0.20628683693516703,2,0.2
maksssksksss159.png,400,225,with_mask,5,114,58,178,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,125,82,136,95,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,157,82,170,99,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,213,65,225,79,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,51,89,57,96,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,175,80,180,86,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,193,79,200,87,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,253,75,261,80,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,276,75,288,87,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,with_mask,326,32,395,105,0.25775622134905046,2,0.2
maksssksksss159.png,400,225,without_mask,290,66,296,74,0.25775622134905046,3,0.2
maksssksksss159.png,400,225,with_mask,85,86,89,95,0.25775622134905046,2,0.2
maksssksksss460.png,400,267,without_mask,7,52,24,72,0.3606949901768173,3,0.3
maksssksksss460.png,400,267,with_mask,26,58,53,94,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,58,69,70,80,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,111,50,133,76,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,134,63,148,82,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,206,69,221,88,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,without_mask,226,56,241,76,0.3606949901768173,3,0.3
maksssksksss460.png,400,267,with_mask,243,75,260,95,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,307,80,328,104,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,without_mask,155,91,166,101,0.3606949901768173,3,0.3
maksssksksss460.png,400,267,with_mask,375,58,383,66,0.3606949901768173,2,0.3
maksssksksss460.png,400,267,with_mask,278,58,288,70,0.3606949901768173,2,0.3
maksssksksss525.png,600,399,mask_weared_incorrect,319,128,486,307,0.9697937131630648,1,0.9
maksssksksss85.png,267,400,with_mask,84,54,199,167,0.20628683693516703,2,0.2
maksssksksss323.png,400,376,with_mask,322,257,368,346,0.20628683693516703,2,0.2
maksssksksss121.png,400,300,without_mask,11,48,41,75,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,91,41,121,72,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,176,56,204,83,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,239,56,266,81,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,301,62,329,87,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,343,74,368,97,0.8239194499017681,3,0.8
maksssksksss121.png,400,300,without_mask,387,82,400,107,0.8239194499017681,3,0.8
maksssksksss344.png,400,226,with_mask,80,40,90,50,0.20628683693516703,2,0.2
maksssksksss344.png,400,226,with_mask,96,14,110,27,0.20628683693516703,2,0.2
maksssksksss344.png,400,226,with_mask,236,25,261,50,0.20628683693516703,2,0.2
maksssksksss344.png,400,226,with_mask,318,94,342,115,0.20628683693516703,2,0.2
maksssksksss788.png,512,340,with_mask,14,95,45,131,0.206286836935167,2,0.2
maksssksksss788.png,512,340,with_mask,116,93,147,126,0.206286836935167,2,0.2
maksssksksss788.png,512,340,with_mask,210,105,241,137,0.206286836935167,2,0.2
maksssksksss788.png,512,340,with_mask,307,92,332,123,0.206286836935167,2,0.2
maksssksksss788.png,512,340,with_mask,388,87,418,121,0.206286836935167,2,0.2
maksssksksss802.png,400,267,with_mask,36,9,60,29,0.20628683693516703,2,0.2
maksssksksss802.png,400,267,with_mask,133,35,153,56,0.20628683693516703,2,0.2
maksssksksss802.png,400,267,with_mask,180,71,202,94,0.20628683693516703,2,0.2
maksssksksss802.png,400,267,with_mask,312,76,344,109,0.20628683693516703,2,0.2
maksssksksss493.png,301,400,with_mask,62,165,182,315,0.20628683693516703,2,0.2
maksssksksss357.png,400,235,with_mask,219,35,263,85,0.20628683693516703,2,0.2
maksssksksss271.png,301,400,with_mask,89,177,212,333,0.20628683693516703,2,0.2
maksssksksss63.png,400,226,with_mask,131,86,259,216,0.20628683693516703,2,0.2
maksssksksss776.png,400,267,with_mask,15,79,42,105,0.20628683693516703,2,0.2
maksssksksss776.png,400,267,with_mask,288,88,317,127,0.20628683693516703,2,0.2
maksssksksss558.png,400,226,with_mask,5,134,73,206,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,85,118,126,161,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,without_mask,108,74,134,98,0.3879434878076968,3,0.3
maksssksksss558.png,400,226,with_mask,148,100,182,133,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,without_mask,184,67,198,94,0.3879434878076968,3,0.3
maksssksksss558.png,400,226,with_mask,198,72,241,120,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,241,75,275,116,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,without_mask,261,22,279,41,0.3879434878076968,3,0.3
maksssksksss558.png,400,226,with_mask,337,40,356,57,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,357,30,379,53,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,287,62,306,81,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,299,79,328,111,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,371,84,398,115,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,275,187,329,225,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,with_mask,171,17,184,30,0.3879434878076968,2,0.3
maksssksksss558.png,400,226,without_mask,233,23,245,39,0.3879434878076968,3,0.3
maksssksksss558.png,400,226,without_mask,305,6,318,17,0.3879434878076968,3,0.3
maksssksksss520.png,301,400,with_mask,42,173,154,304,0.20628683693516703,2,0.2
maksssksksss146.png,400,267,with_mask,119,122,184,192,0.20628683693516703,2,0.2
maksssksksss146.png,400,267,with_mask,265,90,324,153,0.20628683693516703,2,0.2
maksssksksss590.png,301,400,with_mask,66,189,172,316,0.20628683693516703,2,0.2
maksssksksss353.png,400,267,with_mask,227,70,265,111,0.20628683693516703,2,0.2
maksssksksss133.png,301,400,with_mask,100,179,221,318,0.20628683693516703,2,0.2
maksssksksss269.png,400,295,with_mask,78,80,229,236,0.20628683693516703,2,0.2
maksssksksss269.png,400,295,with_mask,266,96,374,212,0.20628683693516703,2,0.2
maksssksksss173.png,400,294,with_mask,48,94,72,116,0.5880402750491159,2,0.5
maksssksksss173.png,400,294,mask_weared_incorrect,331,77,356,106,0.5880402750491159,1,0.5
maksssksksss812.png,400,400,with_mask,291,54,352,113,0.20628683693516703,2,0.2
maksssksksss812.png,400,400,with_mask,165,115,213,165,0.20628683693516703,2,0.2
maksssksksss812.png,400,400,with_mask,66,91,115,136,0.20628683693516703,2,0.2
maksssksksss765.png,301,400,with_mask,56,196,156,314,0.20628683693516703,2,0.2
maksssksksss745.png,301,400,with_mask,146,228,223,328,0.20628683693516703,2,0.2
maksssksksss214.png,400,257,with_mask,14,61,61,110,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,151,96,176,121,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,166,110,199,149,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,241,109,266,135,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,286,58,331,112,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,277,75,288,87,0.20628683693516706,2,0.2
maksssksksss214.png,400,257,with_mask,244,82,254,91,0.20628683693516706,2,0.2
maksssksksss749.png,251,400,with_mask,93,102,118,126,0.20628683693516703,2,0.2
maksssksksss749.png,251,400,with_mask,178,190,200,211,0.20628683693516703,2,0.2
maksssksksss563.png,400,225,with_mask,70,53,204,205,0.20628683693516703,2,0.2
maksssksksss458.png,400,267,without_mask,22,110,47,136,0.4121643745907007,3,0.4
maksssksksss458.png,400,267,with_mask,105,86,149,143,0.4121643745907007,2,0.4
maksssksksss458.png,400,267,with_mask,146,118,182,159,0.4121643745907007,2,0.4
maksssksksss382.png,400,300,with_mask,324,89,340,111,0.206286836935167,2,0.2
maksssksksss382.png,400,300,with_mask,256,111,274,128,0.206286836935167,2,0.2
maksssksksss382.png,400,300,with_mask,195,96,215,114,0.206286836935167,2,0.2
maksssksksss382.png,400,300,with_mask,139,105,158,126,0.206286836935167,2,0.2
maksssksksss382.png,400,300,with_mask,64,95,82,121,0.206286836935167,2,0.2
maksssksksss34.png,400,267,with_mask,63,99,75,113,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,with_mask,102,79,117,95,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,with_mask,142,84,155,99,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,without_mask,129,92,142,102,0.3606949901768173,3,0.3
maksssksksss34.png,400,267,with_mask,195,79,209,95,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,with_mask,213,86,228,103,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,with_mask,245,71,260,86,0.3606949901768173,2,0.3
maksssksksss34.png,400,267,without_mask,299,91,312,104,0.3606949901768173,3,0.3
maksssksksss495.png,400,225,without_mask,1,47,26,97,0.5656243178345339,3,0.5
maksssksksss495.png,400,225,mask_weared_incorrect,77,24,134,98,0.5656243178345339,1,0.5
maksssksksss495.png,400,225,with_mask,99,174,168,224,0.5656243178345339,2,0.5
maksssksksss495.png,400,225,without_mask,170,64,224,125,0.5656243178345339,3,0.5
maksssksksss495.png,400,225,with_mask,224,70,267,121,0.5656243178345339,2,0.5
maksssksksss495.png,400,225,without_mask,274,61,330,122,0.5656243178345339,3,0.5
maksssksksss495.png,400,225,with_mask,291,189,356,224,0.5656243178345339,2,0.5
maksssksksss495.png,400,225,with_mask,329,117,388,181,0.5656243178345339,2,0.5
maksssksksss495.png,400,225,without_mask,351,53,389,92,0.5656243178345339,3,0.5
maksssksksss701.png,301,400,without_mask,98,150,199,265,0.8239194499017681,3,0.8
maksssksksss839.png,400,261,with_mask,50,81,68,99,0.20628683693516703,2,0.2
maksssksksss839.png,400,261,with_mask,96,47,109,63,0.20628683693516703,2,0.2
maksssksksss839.png,400,261,with_mask,212,56,230,77,0.20628683693516703,2,0.2
maksssksksss839.png,400,261,with_mask,354,42,372,67,0.20628683693516703,2,0.2
maksssksksss526.png,400,263,without_mask,66,30,100,66,0.5151031434184676,3,0.5
maksssksksss526.png,400,263,with_mask,165,85,200,120,0.5151031434184676,2,0.5
maksssksksss526.png,400,263,with_mask,251,88,285,123,0.5151031434184676,2,0.5
maksssksksss526.png,400,263,without_mask,309,107,350,146,0.5151031434184676,3,0.5
maksssksksss406.png,400,210,mask_weared_incorrect,171,69,239,144,0.9697937131630648,1,0.9
maksssksksss408.png,400,225,with_mask,1,66,26,94,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,19,46,44,73,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,without_mask,76,38,104,61,0.3298133595284872,3,0.3
maksssksksss408.png,400,225,with_mask,129,37,148,55,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,154,34,182,52,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,151,64,180,89,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,51,64,94,106,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,195,64,228,92,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,with_mask,309,77,344,112,0.3298133595284872,2,0.3
maksssksksss408.png,400,225,without_mask,256,45,283,69,0.3298133595284872,3,0.3
maksssksksss589.png,267,400,with_mask,88,95,178,185,0.20628683693516703,2,0.2
maksssksksss211.png,400,364,with_mask,144,99,276,219,0.20628683693516703,2,0.2
maksssksksss72.png,301,400,without_mask,112,176,207,291,0.8239194499017681,3,0.8
maksssksksss282.png,400,267,with_mask,175,55,215,93,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,8,169,73,251,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,127,185,178,235,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,265,185,290,226,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,320,199,366,260,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,265,159,280,177,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,with_mask,325,143,342,155,0.29112093429382235,2,0.2
maksssksksss282.png,400,267,mask_weared_incorrect,329,169,350,193,0.29112093429382235,1,0.2
maksssksksss282.png,400,267,with_mask,316,146,325,158,0.29112093429382235,2,0.2
maksssksksss640.png,400,210,with_mask,21,48,77,104,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,118,84,163,131,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,157,113,189,146,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,172,65,202,95,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,195,103,240,150,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,260,129,302,173,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,with_mask,283,42,314,71,0.30172519646365425,2,0.3
maksssksksss640.png,400,210,mask_weared_incorrect,364,84,399,121,0.30172519646365425,1,0.3
maksssksksss603.png,400,278,with_mask,49,11,55,17,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,32,52,40,60,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,52,76,61,86,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,with_mask,47,98,58,109,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,68,100,75,111,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,2,129,12,140,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,24,125,34,134,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,47,127,59,138,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,40,154,51,165,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,with_mask,25,192,36,201,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,60,171,69,182,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,with_mask,142,2,149,9,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,137,12,146,21,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,124,23,130,30,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,118,30,124,38,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,103,38,111,46,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,with_mask,95,64,102,70,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,82,67,89,73,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,with_mask,86,76,93,83,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,103,77,111,85,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,with_mask,102,108,110,117,0.30012599299564363,2,0.3
maksssksksss603.png,400,278,without_mask,111,122,118,130,0.30012599299564363,3,0.3
maksssksksss603.png,400,278,mask_weared_incorrect,111,151,122,163,0.30012599299564363,1,0.3
